model,mean_fpr,mean_tpr,sd_tpr,lower_tpr,upper_tpr,n_folds,mean_auc,sd_auc
MNB,0.7638190954773869,0.9976608187134502,0.0018026419618860537,0.9958581767515642,0.9994634606753363,30,0.922107379243075,0.006929879363607186
MNB,0.7688442211055276,0.9977907732293697,0.0017535144058822797,0.9960372588234875,0.9995442876352519,30,0.922107379243075,0.006929879363607186
MNB,0.7738693467336684,0.9978557504873293,0.0017246324944013864,0.996131117992928,0.9995803829817307,30,0.922107379243075,0.006929879363607186
MNB,0.7788944723618091,0.9979207277452891,0.0016926802551863796,0.9962280474901026,0.9996134080004755,30,0.922107379243075,0.006929879363607186
MNB,0.7839195979899498,0.9979857050032488,0.001734732917474128,0.9962509720857746,0.999720437920723,30,0.922107379243075,0.006929879363607186
MNB,0.7889447236180904,0.9980506822612085,0.0016188202700534152,0.9964318619911551,0.999669502531262,30,0.922107379243075,0.006929879363607186
MNB,0.7939698492462312,0.9980506822612085,0.0016188202700534152,0.9964318619911551,0.999669502531262,30,0.922107379243075,0.006929879363607186
MNB,0.7989949748743719,0.9980506822612085,0.0016188202700534152,0.9964318619911551,0.999669502531262,30,0.922107379243075,0.006929879363607186
MNB,0.8040201005025126,0.9981156595191683,0.0016574801320965245,0.9964581793870717,0.9997731396512648,30,0.922107379243075,0.006929879363607186
MNB,0.8090452261306533,0.998180636777128,0.00161341517893698,0.996567221598191,0.999794051956065,30,0.922107379243075,0.006929879363607186
MNB,0.8140703517587939,0.998180636777128,0.00161341517893698,0.996567221598191,0.999794051956065,30,0.922107379243075,0.006929879363607186
MNB,0.8190954773869347,0.9982456140350877,0.0015653247035033965,0.9966802893315844,0.9998109387385911,30,0.922107379243075,0.006929879363607186
MNB,0.8241206030150754,0.9983755685510071,0.0015428413136002405,0.9968327272374068,0.9999184098646073,30,0.922107379243075,0.006929879363607186
MNB,0.8291457286432161,0.9985055230669265,0.001508488036506187,0.9969970350304204,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8341708542713568,0.9985705003248863,0.0014418712585654492,0.9971286290663208,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8391959798994975,0.9987004548408057,0.0013862748581262567,0.9973141799826795,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8442211055276382,0.9987004548408057,0.0013862748581262567,0.9973141799826795,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8492462311557789,0.9987004548408057,0.0013862748581262567,0.9973141799826795,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8542713567839196,0.9987654320987654,0.0011987288496264855,0.997566703249139,0.9999641609483919,30,0.922107379243075,0.006929879363607186
MNB,0.8592964824120604,0.9988953866146848,0.001107837772233814,0.997787548842451,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.864321608040201,0.9990253411306043,0.0011156948761644253,0.9979096462544398,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8693467336683417,0.999090318388564,0.0011137357967317288,0.9979765825918323,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8743718592964824,0.9992202729044835,0.001097937325487439,0.998122335578996,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8793969849246231,0.9992202729044835,0.001097937325487439,0.998122335578996,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8844221105527639,0.9992202729044835,0.001097937325487439,0.998122335578996,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8894472361809045,0.9993502274204028,0.0010656379602154845,0.9982845894601873,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8944723618090452,0.9993502274204028,0.0010656379602154845,0.9982845894601873,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.8994974874371859,0.9994801819363223,0.0008767572029411626,0.9986034247333812,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9045226130653267,0.9994801819363223,0.0008767572029411626,0.9986034247333812,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9095477386934674,0.999545159194282,0.0008385634837272683,0.9987065957105548,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.914572864321608,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9195979899497487,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9246231155778895,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9296482412060302,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9346733668341709,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9396984924623115,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9447236180904522,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.949748743718593,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9547738693467337,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9597989949748744,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.964824120603015,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9698492462311558,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9748743718592965,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9798994974874372,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9849246231155779,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9899497487437187,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,0.9949748743718593,0.9996101364522417,0.0007930567293810873,0.9988170797228606,1.0,30,0.922107379243075,0.006929879363607186
MNB,1.0,1.0,0.0,1.0,1.0,30,0.922107379243075,0.006929879363607186
RF,0.0,0.0,0.0,0.0,0.0,30,0.9605425841003468,0.005026056528429675
RF,0.005025125628140704,0.6288499025341132,0.05459913848364252,0.5742507640504707,0.6834490410177557,30,0.9605425841003468,0.005026056528429675
RF,0.010050251256281407,0.682066276803119,0.04913152855995505,0.632934748243164,0.7311978053630741,30,0.9605425841003468,0.005026056528429675
RF,0.01507537688442211,0.7061728395061728,0.04657009518031324,0.6596027443258596,0.752742934686486,30,0.9605425841003468,0.005026056528429675
RF,0.020100502512562814,0.734307992202729,0.04377449853834098,0.6905334936643881,0.7780824907410699,30,0.9605425841003468,0.005026056528429675
RF,0.02512562814070352,0.7542560103963613,0.03487020528242267,0.7193858051139386,0.7891262156787839,30,0.9605425841003468,0.005026056528429675
RF,0.03015075376884422,0.7743339831059132,0.02965439848981518,0.744679584616098,0.8039883815957284,30,0.9605425841003468,0.005026056528429675
